onset	duration	trial_type	phase	probe	line_pct	response	RT	RTHold	catch	missed	problem_trial
15.001876105	3.0	Pos	encoding	3	0.03	0.0	NaN	0.371270089999598	0	0	0
20.006725255	3.0	Pos	marking	3	0.03	0.0	NaN	0.371270089999598	1	0	0
26.002008587	3.0	Pos	encoding	65	0.65	0.0	NaN	0.9989690679994965	0	0	0
29.50713117	3.0	Pos	marking	65	0.65	0.0	NaN	0.9989690679994965	1	0	0
37.501006936	3.0	Pos	encoding	36	0.36	0.28854625550660795	2.2428072590009833	0.41284331700080656	0	0	0
44.007568146	3.0	Pos	marking	36	0.36	0.28854625550660795	2.2428072590009833	0.41284331700080656	0	0	0
51.001721146	3.0	Pos	encoding	90	0.9	0.0	NaN	0.4359129589993245	0	0	0
54.507728683	3.0	Pos	marking	90	0.9	0.0	NaN	0.4359129589993245	1	0	0
64.000817698	3.0	Pos	encoding	7	0.07	0.09030837004405286	2.758860239000569	0.44220237500121584	0	0	0
68.008222114	3.0	Pos	marking	7	0.07	0.09030837004405286	2.758860239000569	0.44220237500121584	0	0	0
74.501179665	3.0	Pos	encoding	11	0.11	0.0	NaN	1.1284144149994972	0	1	0
77.508497215	3.0	Pos	marking	11	0.11	0.0	NaN	1.1284144149994972	0	1	0
84.001692284	3.0	Pos	encoding	85	0.85	0.9096916299559471	2.0927170499999193	0.5265649129996746	0	0	0
87.008678426	3.0	Pos	marking	85	0.85	0.9096916299559471	2.0927170499999193	0.5265649129996746	0	0	0
97.001461475	3.0	Pos	encoding	60	0.6	0.6057268722466961	2.0088236550000147	0.47090052400017157	0	0	0
103.009212296	3.0	Pos	marking	60	0.6	0.6057268722466961	2.0088236550000147	0.47090052400017157	0	0	0
110.501963271	3.0	Pos	encoding	98	0.98	0.0	NaN	0.3395450499992876	0	0	0
116.009375574	3.0	Pos	marking	98	0.98	0.0	NaN	0.3395450499992876	1	0	0
123.001651136	3.0	Pos	encoding	45	0.45	0.43392070484581496	1.7254280130000552	0.36325416799991217	0	0	0
130.009941339	3.0	Pos	marking	45	0.45	0.43392070484581496	1.7254280130000552	0.36325416799991217	0	0	0
137.001359685	3.0	Pos	encoding	74	0.74	0.8303964757709251	2.5256616630013013	0.6459716660010599	0	0	0
140.510217258	3.0	Pos	marking	74	0.74	0.8303964757709251	2.5256616630013013	0.6459716660010599	0	0	0
149.001160675	3.0	Pos	encoding	77	0.77	0.7841409691629956	2.6284248029987793	0.4103598290002992	0	0	0
153.510393786	3.0	Pos	marking	77	0.77	0.7841409691629956	2.6284248029987793	0.4103598290002992	0	0	0
162.500810323	3.0	Pos	encoding	21	0.21	0.1696035242290749	1.995362475998263	0.4443613479998021	0	0	0
167.010670163	3.0	Pos	marking	21	0.21	0.1696035242290749	1.995362475998263	0.4443613479998021	0	0	0
173.501895606	3.0	Pos	encoding	28	0.28	0.2555066079295154	2.392042580000634	0.3998534410002321	0	0	0
177.51122082	3.0	Pos	marking	28	0.28	0.2555066079295154	2.392042580000634	0.3998534410002321	0	0	0
185.001331173	3.0	Pos	encoding	57	0.57	0.5198237885462555	1.8789116490006563	0.37575998600004823	0	0	0
189.511421069	3.0	Pos	marking	57	0.57	0.5198237885462555	1.8789116490006563	0.37575998600004823	0	0	0
197.002178113	3.0	Pos	encoding	33	0.33	0.2290748898678414	2.426063625000097	0.5543856809999852	0	1	0
201.011903058	3.0	Pos	marking	33	0.33	0.2290748898678414	2.426063625000097	0.5543856809999852	0	1	0
204.0	6.0	break	break	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
214.00131559	3.0	Neg	encoding	70	0.85	0.8898678414096917	2.6921860050006217	0.4128810149995843	0	0	0
221.012442464	3.0	Neg	marking	70	0.85	0.8898678414096917	2.6921860050006217	0.4128810149995843	0	0	0
227.500946614	3.0	Neg	encoding	48	0.74	0.7444933920704846	2.408881654999277	0.3733289190004143	0	0	0
233.012796266	3.0	Neg	marking	48	0.74	0.7444933920704846	2.408881654999277	0.3733289190004143	0	0	0
241.001919336	3.0	Neg	encoding	96	0.98	0.9691629955947136	2.0930177709997224	0.350411683000857	0	0	0
245.512943461	3.0	Neg	marking	96	0.98	0.9691629955947136	2.0930177709997224	0.350411683000857	0	0	0
253.001741586	3.0	Neg	encoding	14	0.57	0.5859030837004405	2.0259838189995207	0.32274020000113524	0	0	0
257.51343341	3.0	Neg	marking	14	0.57	0.5859030837004405	2.0259838189995207	0.32274020000113524	0	0	0
264.501326774	3.0	Neg	encoding	-44	0.28	0.28854625550660795	2.1427371249992575	0.3734956519983825	0	0	0
269.513814295	3.0	Neg	marking	-44	0.28	0.28854625550660795	2.1427371249992575	0.3734956519983825	0	0	0
276.002283956	3.0	Neg	encoding	54	0.77	0.0	NaN	0.38188140999955067	0	0	0
282.51402393	3.0	Neg	marking	54	0.77	0.0	NaN	0.38188140999955067	1	0	0
291.50186389	3.0	Neg	encoding	30	0.65	0.6387665198237885	2.0087948389991652	0.5026681789986469	0	0	0
295.514533196	3.0	Neg	marking	30	0.65	0.6387665198237885	2.0087948389991652	0.5026681789986469	0	0	0
305.001771832	3.0	Neg	encoding	-10	0.45	0.460352422907489	1.9123264879999624	0.40670101799878466	0	0	0
311.014819865	3.0	Neg	marking	-10	0.45	0.460352422907489	1.9123264879999624	0.40670101799878466	0	0	0
318.501011888	3.0	Neg	encoding	-94	0.03	0.04405286343612335	2.5287720449996414	0.7259578240009432	0	0	0
321.515122319	3.0	Neg	marking	-94	0.03	0.04405286343612335	2.5287720449996414	0.7259578240009432	0	0	0
