onset	duration	trial_type	phase	probe	line_pct	response	RT	RTHold	catch	missed	problem_trial
15.002453537	3.0	Word	encoding	it	0.28	0.2621145374449339	2.244946491000519	0.6024097460003759	0	0	0
18.50433772	3.0	Word	marking	it	0.28	0.2621145374449339	2.244946491000519	0.6024097460003759	0	0	0
25.502589977	3.0	Word	encoding	me	0.21	0.22246696035242292	2.12602577799953	0.46465982899917435	0	0	0
31.00489751	3.0	Word	marking	me	0.21	0.22246696035242292	2.12602577799953	0.46465982899917435	0	0	0
38.502313306	3.0	Word	encoding	is	0.77	0.0	NaN	0.3296168890001354	0	0	0
43.005215022	3.0	Word	marking	is	0.77	0.0	NaN	0.3296168890001354	1	0	0
50.502578938	3.0	Word	encoding	by	0.03	0.024229074889867842	2.2258496040003592	0.36512739899990265	0	0	0
53.505435304	3.0	Word	marking	by	0.03	0.024229074889867842	2.2258496040003592	0.36512739899990265	0	0	0
61.501665481	3.0	Word	encoding	do	0.36	0.0	NaN	0.32898239199948875	0	0	0
67.505696328	3.0	Word	marking	do	0.36	0.0	NaN	0.32898239199948875	1	0	0
76.001681629	3.0	Word	encoding	am	0.74	0.7180616740088106	1.862886914000228	0.3256944949998797	0	0	0
82.506029717	3.0	Word	marking	am	0.74	0.7180616740088106	1.862886914000228	0.3256944949998797	0	0	0
89.502282415	3.0	Word	encoding	if	0.98	0.9691629955947136	2.7764147500001854	0.44721200999993016	0	0	0
93.00648852	3.0	Word	marking	if	0.98	0.9691629955947136	2.7764147500001854	0.44721200999993016	0	0	0
99.50220486	3.0	Word	encoding	my	0.9	0.0	NaN	0.46192367099956755	0	0	0
102.506774316	3.0	Word	marking	my	0.9	0.0	NaN	0.46192367099956755	1	0	0
109.002382466	3.0	Word	encoding	of	0.11	0.11674008810572688	2.5114536420005606	0.3086620510002831	0	0	0
114.006808307	3.0	Word	marking	of	0.11	0.11674008810572688	2.5114536420005606	0.3086620510002831	0	0	0
120.501629768	3.0	Word	encoding	he	0.33	0.32819383259911894	2.425922139999784	0.42545569499998237	0	0	0
124.507256332	3.0	Word	marking	he	0.33	0.32819383259911894	2.425922139999784	0.42545569499998237	0	0	0
131.502585103	3.0	Word	encoding	be	0.57	0.566079295154185	1.593802733999837	0.32050170000002254	0	0	0
135.50764417	3.0	Word	marking	be	0.57	0.566079295154185	1.593802733999837	0.32050170000002254	0	0	0
145.002023971	3.0	Word	encoding	so	0.45	0.45374449339207046	1.8286020149998876	0.3373609189993658	0	0	0
149.507652773	3.0	Word	marking	so	0.45	0.45374449339207046	1.8286020149998876	0.3373609189993658	0	0	0
157.002480636	3.0	Word	encoding	or	0.85	0.8436123348017621	2.25898436100033	0.3953158450003684	0	0	0
160.508314728	3.0	Word	marking	or	0.85	0.8436123348017621	2.25898436100033	0.3953158450003684	0	0	0
169.501937216	3.0	Word	encoding	ox	0.07	0.0	NaN	0.3538005990003512	0	0	0
176.508682896	3.0	Word	marking	ox	0.07	0.0	NaN	0.3538005990003512	1	0	0
182.501420802	3.0	Word	encoding	as	0.65	0.6519823788546255	1.7284159869996074	0.33582371099964803	0	0	0
186.508762982	3.0	Word	marking	as	0.65	0.6519823788546255	1.7284159869996074	0.33582371099964803	0	0	0
196.50249199	3.0	Word	encoding	we	0.6	0.5859030837004405	1.7591782570007126	0.32713148700077	0	0	0
201.009335479	3.0	Word	marking	we	0.6	0.5859030837004405	1.7591782570007126	0.32713148700077	0	0	0
204.0	6.0	break	break	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
216.444912144	3.0	Neg	encoding	48	0.74	0.0	NaN	0.386705412000083	0	0	0
222.509720732	3.0	Neg	marking	48	0.74	0.0	NaN	0.386705412000083	1	0	0
230.001681099	3.0	Neg	encoding	-94	0.03	0.030837004405286344	2.3592757329997767	0.33152143900042574	0	0	0
233.010115564	3.0	Neg	marking	-94	0.03	0.030837004405286344	2.3592757329997767	0.33152143900042574	0	0	0
240.003283247	3.0	Neg	encoding	70	0.85	0.8568281938325991	2.0125431520000348	0.34448985700055346	0	0	0
244.51022034	3.0	Neg	marking	70	0.85	0.8568281938325991	2.0125431520000348	0.34448985700055346	0	0	0
254.002293515	3.0	Neg	encoding	96	0.98	0.9889867841409692	1.9620639059994573	0.3117948459994295	0	0	0
258.010463718	3.0	Neg	marking	96	0.98	0.9889867841409692	1.9620639059994573	0.3117948459994295	0	0	0
266.002530551	3.0	Neg	encoding	80	0.9	0.9162995594713657	2.4286549349999405	0.3259053830006451	0	0	0
270.010927168	3.0	Neg	marking	80	0.9	0.9162995594713657	2.4286549349999405	0.3259053830006451	0	0	0
276.502314115	3.0	Neg	encoding	-58	0.21	0.2753303964757709	2.594382391000181	0.4145626319996154	0	0	0
281.002495944	3.0	Neg	marking	-58	0.21	0.2753303964757709	2.594382391000181	0.4145626319996154	0	0	0
291.002621465	3.0	Neg	encoding	-10	0.45	0.3876651982378855	1.511034414000278	0.33763973400073155	0	0	0
296.511696865	3.0	Neg	marking	-10	0.45	0.3876651982378855	1.511034414000278	0.33763973400073155	0	0	0
303.502495666	3.0	Neg	encoding	14	0.57	0.5925110132158591	2.0286608590004107	0.7964100429999235	0	0	0
