onset	duration	trial_type	phase	probe	line_pct	response	RT	RTHold	catch	missed	problem_trial
16.504397524	3.0	Word	encoding	be	0.07	0.07048458149779736	2.5806245869998747	0.6196072500006267	0	0	0
21.0001706	3.0	Word	marking	be	0.07	0.07048458149779736	2.5806245869998747	0.6196072500006267	0	0	0
31.001573727	3.0	Word	encoding	or	0.45	0.0	NaN	0.5342203070003961	0	0	0
35.000332706	3.0	Word	marking	or	0.45	0.0	NaN	0.5342203070003961	1	0	0
41.502701788	3.0	Word	encoding	my	0.28	0.2687224669603524	2.0947756210007356	0.4237030970007254	0	0	0
45.500669927	3.0	Word	marking	my	0.28	0.2687224669603524	2.0947756210007356	0.4237030970007254	0	0	0
54.502040082	3.0	Word	encoding	is	0.74	0.0	NaN	0.6748062569995454	0	1	0
57.500790605	3.0	Word	marking	is	0.74	0.0	NaN	0.6748062569995454	0	1	0
63.502284508	3.0	Word	encoding	it	0.77	0.76431718061674	2.296021792999454	0.3833412590001899	0	0	0
69.501233825	3.0	Word	marking	it	0.77	0.76431718061674	2.296021792999454	0.3833412590001899	0	0	0
76.503926707	3.0	Word	encoding	do	0.21	0.2026431718061674	1.794116473000031	0.34999196299941104	0	0	0
81.001758143	3.0	Word	marking	do	0.21	0.2026431718061674	1.794116473000031	0.34999196299941104	0	0	0
87.502642128	3.0	Word	encoding	of	0.36	0.0	NaN	0.43280062099984207	0	1	0
92.002036956	3.0	Word	marking	of	0.36	0.0	NaN	0.43280062099984207	0	1	0
99.002645908	3.0	Word	encoding	he	0.65	0.6387665198237885	1.909240562999912	0.5220132220001688	0	0	0
102.502334254	3.0	Word	marking	he	0.65	0.6387665198237885	1.909240562999912	0.5220132220001688	0	0	0
108.502607679	3.0	Word	encoding	ox	0.33	0.0	NaN	0.3432058340004005	0	0	0
114.0026725	3.0	Word	marking	ox	0.33	0.0	NaN	0.3432058340004005	1	0	0
